# mass_1 mass_2 logzsol tau_1 tau_2 sf_start_1 sf_start_2 dust2_1 dust2_2 dust_index 
134429149.484 80236013.9712 0.0355649579483 35.4551605405 0.661515524447 0.39892315192 9.66588723917 2.2881088326 0.990746021793 -0.778079005908 
117028756943.0 1364564650.81 -0.0867264445886 7.69502690751 0.145233485934 13.350983356 2.88046222238 1.80148851116 1.27770749001 -1.97029129386 
5186612593.38 12536377774.2 -0.414763729086 0.609243253155 0.147336645465 1.84522139778 0.838917262102 3.35981336108 1.15195064669 -1.05477715203 
23078045304.2 6023709609.73 -0.146047820759 16.6667008443 1.44730066967 3.61813534954 6.62778059052 0.607335799542 3.41176988101 -1.47863682741 
1451668969.66 13779431.113 -0.782397649818 33.0200904109 0.540519415738 9.24111154292 6.25375406002 3.69998312793 0.908651866447 -1.05688298811 
1456186742.45 13320294.5295 -0.534892239454 28.6571139945 3.5910387409 13.1025846659 5.8838748482 2.45912765938 3.60559774504 -2.5313782032 
28816214.2339 183126487.593 -0.92079929031 3.5034010522 0.178986743986 12.8122911912 8.13877114259 2.47175530798 2.43801161407 -1.15663343044 
30194577370.2 92823179067.3 -0.14083409386 10.9607329502 0.393629265734 2.73555681345 9.1412321098 0.17055971563 2.69010148963 -1.0421799636 
253627359.369 14391162.8897 -0.00433921726365 0.285130987575 0.137129359696 5.77829176858 5.0715589642 0.661055053048 0.425509798219 -1.16353607443 
38362839667.1 22606491236.6 -0.629265756854 58.3101785939 3.85640785257 7.00574627007 10.9493201247 2.00796195802 2.75205235721 -1.58678826435 
13759309.8569 205083316.187 -0.0340580735712 0.422751975374 0.159621573972 5.7753173659 11.8616476639 2.86661541375 3.56729625305 -2.81768416326 
107770031.989 298238727.932 0.165367110942 37.3419840641 0.122857066464 1.94640711432 4.82048852441 3.14113120187 2.91837356349 -1.91314888255 
91344490.4146 14154314.2359 0.15834068137 0.391781502424 0.111586355716 4.61068294854 3.38213976532 2.15344952658 1.50303978309 -1.95945178043 
1938872201.98 16810702.4764 -0.0789684746735 75.4545963848 0.237551541456 13.619754058 3.19349686836 3.79046188331 0.804344298217 -2.11051066867 
50755506.296 562688345.05 -0.0273944766046 1.54296694572 0.189640464682 8.03063592775 7.94918108884 2.71895498973 3.05478386731 -1.34018843977 
737747588.997 631945202.642 0.036372034272 35.9458270754 1.280156456 4.10226668004 11.6776319223 2.59128595589 3.33714496757 -0.910080603011 
7539681500.06 5630565986.84 -0.742471725697 61.7277850971 0.123632764673 7.19095886625 5.52577591246 2.45382521942 2.38865814896 -0.98203463215 
2930077823.38 27183920498.1 0.175275567827 56.435704233 3.12129909711 0.795656048462 2.51612777638 1.10041938376 1.81341779075 -1.3340064019 
42196104469.5 24819731061.9 0.0249643061049 27.941425929 1.4318763713 9.22102516059 8.01374605424 2.90522086968 0.357525368842 -0.414484718523 
122335334871.0 137489789449.0 -0.399653452469 0.492400597161 0.107352727272 8.49577973986 4.64400376481 0.0384107448899 0.708526547534 -2.52880778228 
