# mass logzsol tau tage delt_trunc sf_slope dust2 dust_index 
10000000000.0 -0.1 0.0 7.41709337033 0.497888598609 -7.69171038417 0.0 -0.7 
10000000000.0 -0.1 0.0 8.77386435947 0.291593379259 -7.04203548374 0.716382754329 -0.7 
10000000000.0 -0.1 0.0 7.76304736283 0.916583404744 0.326043688923 0.611135943872 -0.7 
10000000000.0 -0.1 0.0 11.6822148489 0.814752101168 -4.24246750569 0.779943330804 -0.7 
10000000000.0 -0.1 0.0 2.66542491759 0.552009105021 0.670652556015 0.0 -0.7 
10000000000.0 -0.1 0.0 9.42469130425 0.248982487355 -9.49410863044 0.46322632788 -0.7 
10000000000.0 -0.1 0.0 6.66836263624 0.935098243879 1.45699058277 1.12372232903 -0.7 
10000000000.0 -0.1 0.0 4.58713844829 0.703499219236 -1.73551958667 0.492832715196 -0.7 
10000000000.0 -0.1 0.0 3.17280231734 0.368309065406 1.57611954829 0.851149949335 -0.7 
10000000000.0 -0.1 0.0 1.53130968735 0.320314307585 -8.48286975115 1.13139529915 -0.7 
10000000000.0 -0.1 0.0 9.33813717262 0.105266099647 -0.152637470233 0.486089639995 -0.7 
10000000000.0 -0.1 0.0 3.72802341425 0.741185099896 -4.01938525633 1.0559240246 -0.7 
10000000000.0 -0.1 0.0 2.71308038721 0.496323134714 1.46080552543 0.147583335268 -0.7 
10000000000.0 -0.1 0.0 2.37672350513 0.191607105372 0.847686712871 0.727113269676 -0.7 
10000000000.0 -0.1 0.0 8.4400548881 0.912998209019 -5.59098950142 0.544943108037 -0.7 
10000000000.0 -0.1 0.0 2.75864447875 0.732489943909 -3.10772311651 0.0275538237956 -0.7 
10000000000.0 -0.1 0.0 4.03878441468 0.361707094753 -4.49227487942 0.683352964175 -0.7 
10000000000.0 -0.1 0.0 3.35362154799 0.026461367185 -3.44595197936 0.854505829358 -0.7 
10000000000.0 -0.1 0.0 0.981779839351 0.457867278603 0.991834365016 0.416003855401 -0.7 
10000000000.0 -0.1 0.0 10.8762458945 0.500015498514 1.60697522534 0.778617964982 -0.7 
10000000000.0 -0.1 0.0 1.50751230164 0.377144161892 -0.0490195103014 0.799033044466 -0.7 
10000000000.0 -0.1 0.0 0.206040215208 0.209276496308 0.963913093854 1.6251623324 -0.7 
10000000000.0 -0.1 0.0 2.35656915641 0.448234187251 0.811059719184 1.66714439484 -0.7 
10000000000.0 -0.1 0.0 13.332169678 0.00858197316341 1.09715763392 0.911537865567 -0.7 
10000000000.0 -0.1 0.0 5.21015918517 0.384029935187 -9.68357691807 0.779755699529 -0.7 
10000000000.0 -0.1 0.0 8.84933192834 0.672200125446 0.722730336457 0.0835142057249 -0.7 
10000000000.0 -0.1 0.0 3.17541775762 0.907808988392 -8.83038492587 0.00999093861253 -0.7 
10000000000.0 -0.1 0.0 11.9465459436 0.463784300522 -5.12048374726 0.260941774874 -0.7 
10000000000.0 -0.1 0.0 2.80255596676 0.618609903147 -9.26999934254 1.03199623064 -0.7 
10000000000.0 -0.1 0.0 4.08284175962 0.262328176043 -6.08674617166 0.85914200649 -0.7 
10000000000.0 -0.1 0.0 13.0164470007 0.406281048662 0.183375432367 0.0 -0.7 
10000000000.0 -0.1 0.0 4.04166354679 0.831847208074 -9.90644846163 1.05154259557 -0.7 
10000000000.0 -0.1 0.0 11.5017759049 0.574088881741 1.44154584419 0.304296235848 -0.7 
10000000000.0 -0.1 0.0 8.03270350763 0.328324945126 1.10691901076 0.0 -0.7 
10000000000.0 -0.1 0.0 3.65020728553 0.341323943261 -7.4920755321 0.0 -0.7 
10000000000.0 -0.1 0.0 13.4680467496 0.772093855502 -8.63091523268 0.383644651725 -0.7 
10000000000.0 -0.1 0.0 0.623148225066 0.225227105259 1.92159441567 0.360134536517 -0.7 
10000000000.0 -0.1 0.0 11.0606721419 0.425265479263 -3.17861024666 0.0 -0.7 
10000000000.0 -0.1 0.0 12.4059491089 0.218929295769 -4.6714315441 0.0 -0.7 
10000000000.0 -0.1 0.0 3.9376361713 0.0260859969902 0.117204043975 0.0226120412997 -0.7 
10000000000.0 -0.1 0.0 0.931911436373 0.894061162436 -7.79887761802 0.782562133545 -0.7 
10000000000.0 -0.1 0.0 9.74914635775 0.0999436591976 0.359518086438 0.0 -0.7 
10000000000.0 -0.1 0.0 5.19397884744 0.784677068576 -0.52795090919 0.309337511839 -0.7 
10000000000.0 -0.1 0.0 3.08297757254 0.105570323418 0.195641161987 0.0 -0.7 
10000000000.0 -0.1 0.0 11.9655126024 0.242050059758 -6.49124015971 0.0244164255738 -0.7 
10000000000.0 -0.1 0.0 11.981533551 0.173196516557 1.48985703691 0.0174527330088 -0.7 
10000000000.0 -0.1 0.0 4.6862730265 0.58067744086 0.0410884012685 1.36184196489 -0.7 
10000000000.0 -0.1 0.0 10.7014114568 0.224625775266 -3.22751247753 0.988070701108 -0.7 
10000000000.0 -0.1 0.0 9.83590314639 0.125243214118 -1.81266892286 0.0 -0.7 
10000000000.0 -0.1 0.0 4.86678884389 0.57513248095 -3.64108050834 1.72127129448 -0.7 
10000000000.0 -0.1 0.0 3.78210241137 0.973738633173 -1.87079191643 0.38009948529 -0.7 
10000000000.0 -0.1 0.0 2.73203898799 0.412106509569 1.86058496744 0.420018861338 -0.7 
10000000000.0 -0.1 0.0 13.0561136554 0.144557905155 -4.25475029996 1.37241321997 -0.7 
10000000000.0 -0.1 0.0 9.53608657003 0.923238754721 1.72888038613 0.548228372379 -0.7 
10000000000.0 -0.1 0.0 6.25000571057 0.0170236209176 0.125187163733 0.348824086551 -0.7 
