# logmass sfr_fraction_1 sfr_fraction_2 sfr_fraction_3 sfr_fraction_4 sfr_fraction_5 dust2 logzsol dust_index dust1 duste_qpah duste_gamma duste_umin 
10.5260686372 0.0864775118943 0.03280610323 0.0373845169346 0.0639610780008 0.0600310151559 0.259558923297 -0.899581741018 -0.649800720189 0.0516076579748 4.10016213969 0.0378128099047 4.05141729313 
10.623748334 0.112524444658 0.317023804184 0.306601147388 0.0795972307983 0.0912658947746 0.141469419588 -1.34724236701 0.4 0.0489828588289 5.92391870232 0.418805078947 21.3848831211 
10.5509753321 0.0164713517053 0.377162105028 0.251351433939 0.0860117972214 0.0394265979105 0.28137798194 0.00898598829406 -0.63586271885 0.209529806342 7.80547691994 0.00368131412943 22.9283247425 
10.8331328185 0.171466750547 0.0757705495068 0.108080679481 0.113416631423 0.4018702653 0.209987769164 -0.211987940466 -0.525223380124 0.0931704555052 3.53600247469 0.637746270369 17.936104401 
10.183975876 0.25011677014 0.012164039351 0.0897668102756 0.013156896966 0.044927208422 0.726560636476 -0.782140242105 -0.0930576231613 0.646417958903 6.01648012497 0.380698762342 24.4478389711 
10.6706041256 0.303199603389 0.136515899566 0.143848168416 0.0675366020065 0.292031131675 0.206176215586 -1.43970800244 0.326093964129 0.0504168404234 7.70318414799 0.284083276103 6.8879793421 
10.4721643367 0.1737880283 0.158681424735 0.13806376843 0.037959533972 0.173383587222 0.499042928534 0.0491631892167 0.4 0.318796533637 1.61638502614 0.620426223002 3.42533061283 
10.322328182 0.209407582938 0.0743484871428 0.328545765547 0.200119912064 0.170048463647 0.587720234365 -0.453406694258 0.182979803645 0.507572752038 3.1744014237 0.205820741548 4.34226798344 
10.2205041265 0.476556625371 0.0942407658211 0.0671350279438 0.184239219259 0.12118869953 0.589183055019 -1.18076932807 -0.00758270456697 0.466394015393 0.497003989384 0.724237805502 1.42756672447 
10.1023261114 0.446788097143 0.048136988501 0.0630245360812 0.263828664308 0.159559671459 0.601088041401 -1.28491795254 0.4 0.302340923517 6.63053308035 0.894973867876 21.4097681028 
10.6643727266 0.0260473367261 0.0207400276468 0.113106258997 0.135303059266 0.552195432934 0.333331577631 -1.75157256377 0.4 0.142117887085 3.70800835301 0.402271310377 20.2230128996 
10.2604768477 0.0706356233525 0.241236781545 0.237654170361 0.0274216907112 0.108387151384 0.160233686491 -0.371628333226 -0.426602558276 0.0121591258663 5.58568545305 0.753302433387 23.650651256 
10.1874067953 0.0308483996496 0.150851723966 0.191530384579 0.330822562604 0.230350417485 0.00545123108913 -0.90297879767 -0.176962706149 0.00653914018158 9.79505295918 0.63581325843 23.4797793832 
10.1631910371 0.00352206746947 0.0229140744375 0.00904159126778 0.573983208854 0.311788492811 0.486182361553 -1.56421258134 -0.202524106343 0.531272341718 2.14932032413 0.64371617804 11.4573105347 
10.5997159747 0.227383649172 0.19616261267 0.152178064583 0.208756735724 0.0584122479156 0.348118907363 0.00120611357048 -0.426017679458 0.11095183239 1.07600606794 0.146785576315 17.2142554488 
