# mass tage logtau dust2 delt_trunc sf_tanslope duste_gamma logzsol dust1 dust_index duste_umin duste_qpah 
33579067939.3 8.54235840696 0.652925996292 0.416566409247 0.998829363096 -1.5630153768 0.670604125576 -0.955403389443 0.4096898447 0.0428100133214 16.6428808926 2.60476847678 
15395960753.1 2.31615469168 0.799147923996 0.0953435737489 0.995682499085 -1.36020186036 0.23352206969 -1.84380401358 0.15852409351 0.228345172012 2.6052596336 0.0691434234759 
33398833536.9 11.7895540138 0.908620042494 0.486432574736 0.999151791494 1.44764966254 0.315484887842 -0.0519208592453 0.656162626204 -0.311983045793 14.8432195912 0.21207745072 
16535307113.5 2.25937760785 0.53031840872 0.226337932671 0.995574002342 -1.56208445593 0.581454714997 -0.565487427268 0.181969269357 -0.85299887017 12.0759543426 9.37021192718 
37281689954.6 3.26574408486 0.295578109071 0.13434508539 0.996937910706 -1.54684084881 0.237802183391 -1.3773514464 0.227610132193 -0.0824769174638 17.0905788337 7.820721562 
31303081710.7 2.29986365065 -0.63405326097 0.378950953648 0.995651916149 1.20405041256 0.523803321144 -0.651173401752 0.562499014431 -0.675220218796 14.355212508 3.35562375518 
38506959364.1 3.69378281451 1.65516673101 0.228239375464 0.997292748247 -1.54317041 0.0980612291459 -0.0930521330302 0.245295904157 -0.44579089811 22.810729597 7.83931565492 
12264439194.4 12.4188928744 0.650810631319 0.290709523745 0.999194775243 1.51866568003 0.958383896681 -1.42377337853 0.491385517756 0.4 6.29393953312 2.72123658518 
25321737082.9 8.52211170818 0.250588427325 0.420466745708 0.998826581915 1.42140998782 0.0687197216326 -0.196712609612 0.78757404823 0.251995499914 18.4851024355 2.2786977872 
82996861204.3 7.27312271842 0.285469709745 0.165337992824 0.99862507476 -1.57008442716 0.771687412069 -0.771355934839 0.309233373256 0.4 16.5148269462 5.43463956112 
68502343866.4 7.79891457301 1.28542577827 0.264801870793 0.998717770286 1.53084474679 0.0498092412966 -1.91744313108 0.198421734232 0.4 19.3623903572 2.60075422141 
67836229229.5 9.7011635749 0.825775801978 0.214734586667 0.998969195816 1.23280723008 0.0942856254195 -0.734149144022 0.21319985269 -0.330525511278 17.1257978145 4.13713535658 
78727480608.5 11.4227084363 0.219268047277 0.250127874287 0.999124550884 -1.33959043618 0.553842928808 -1.62308669865 0.264386060832 0.375683824215 17.1275177683 8.5328348465 
17442685601.7 4.51193530485 0.824290936372 0.263649390602 0.997783656164 -1.43431327027 0.899308219453 -0.977127919215 0.228740633142 -0.0215713356049 5.56033517934 7.14737399972 
64805816151.3 10.3879018216 1.49333603313 0.366935282904 0.999037341691 -1.56700962042 0.988009981572 -0.489986966175 0.303461484039 -0.392022320881 18.6241378997 8.3907828783 
13157306040.2 5.66296469747 0.567368453958 0.0807363088495 0.998234140502 -1.48510157772 0.904194462655 -0.165592680463 0.051524275508 -0.183520792708 9.4417490004 2.79983692218 
93056671692.9 3.82635300115 0.996171714134 0.391813489577 0.997386545361 1.50888093556 0.801450721868 -1.01556063539 0.321470184492 0.266144957919 0.280980872159 6.48243148737 
36975285423.3 0.553377661409 0.489787607651 0.344530387142 0.981929158516 1.29112654312 0.0882882925069 -1.10161697213 0.298554520414 0.11578507095 24.356985019 3.72590417245 
25781957549.5 10.0718244036 1.94588622788 0.466913254018 0.999007131221 -1.53346387401 0.107443796176 -0.742199792907 0.713097869859 -0.664155131574 19.4958466238 6.25565124482 
24937499884.5 13.0725679065 0.729217294547 0.288627829332 0.999235039353 -1.55702892238 0.509478118291 0.121658727605 0.223794587693 0.4 3.83269315701 7.27724771993 
10489331841.0 1.33400747798 0.532228636842 0.208059366502 0.992503790147 1.39066329856 0.532092475554 -0.478477199391 0.299288039734 0.4 16.1752963584 5.19267123835 
42249891148.4 11.8416889048 1.37031476097 0.0133442010847 0.999155525865 -1.51855930687 0.314318810034 -1.94728738026 0.022358346578 0.4 9.54602278739 3.89569359043 
