# logmass sfr_fraction_1 sfr_fraction_2 sfr_fraction_3 sfr_fraction_4 dust2 logzsol dust_index dust1 duste_qpah duste_gamma duste_umin 
10.5260686372 0.308121722014 0.116889036217 0.133202048512 0.22789505692 0.292769613329 -1.32672218388 -0.581953679534 0.307409065834 4.97888598609 0.348876926705 19.4957920465 
10.623748334 0.598818095766 0.0553392064214 0.155911418125 0.150785584732 0.13254764872 -1.60695558015 -0.303024344249 0.170351407195 2.91593379259 0.344142307188 11.6650226366 
10.5509753321 0.0606556439501 0.0617998145233 0.0224103618389 0.51315395341 0.442527788502 -1.43186799031 -0.541200852758 0.259254173381 9.16583404744 0.565132052692 21.6844989634 
10.8331328185 0.163950155339 0.0751524449057 0.437604365572 0.224213765616 0.228239375464 -0.580552216771 0.251484257849 0.289357376076 8.14752101168 0.519062910529 23.8291944167 
10.183975876 0.117309344664 0.123100916558 0.436184688039 0.140443761474 0.085216135497 -1.42994245814 0.312242529812 0.100784186619 5.52009105021 0.647435573343 24.1908326108 
10.6706041256 0.0162212446774 0.119707718084 0.0175452609715 0.0599122725153 0.049030614573 -1.68408229549 -0.0626060259215 0.0582794566396 2.48982487355 0.372000745328 6.3756717126 
10.4721643367 0.321481822962 0.1447474857 0.152521873034 0.0716088995072 0.434780614509 -1.6170282946 0.4 0.316363619196 9.35098243879 0.275547141901 0.402682871158 
10.322328182 0.134257292439 0.295885667108 0.270165670643 0.235062740656 0.191576958998 -1.30180944075 0.4 0.247553912375 7.03499219236 0.979180508846 0.952218801136 
10.2205041265 0.144996071726 0.266038333712 0.201426574958 0.0715148941045 0.456038746927 -0.596740648943 0.215987759294 0.142900831137 3.68309065406 0.432190775427 5.97877223795 
10.1023261114 0.257146184823 0.218505561045 0.0225250862267 0.418970302107 0.391965782746 -1.34583487908 0.0283172823877 0.174793114478 3.20314307585 0.895670841243 9.72054433629 
10.6643727266 0.0860637255028 0.236185402447 0.155357810815 0.0726091949114 0.0443238471906 -0.0354058126388 -0.517498724135 0.036772661505 1.05266099647 0.179547465583 17.8084889678 
10.2604768477 0.0870136529101 0.113924765096 0.476903448653 0.288424147483 0.45524935335 -0.164121990728 -0.0349840520805 0.218529145353 7.41185099896 0.0834819952005 1.61644595851 
10.1874067953 0.0307382335138 0.0244751246392 0.133475703772 0.159669953001 0.27513510522 -1.09806277914 0.4 0.344426009788 4.96323134714 0.690351613529 2.73684276505 
10.1631910371 0.125479150624 0.107067355904 0.365659466439 0.360229052033 0.290709523745 -0.894445025594 -0.202991632796 0.359193241634 1.91607105372 0.531478768533 23.1115254177 
10.5997159747 0.15112786324 0.438747447508 0.0338977924967 0.165763556452 0.434758186563 -1.26348004863 -0.250036533041 0.540050031503 9.12998209019 0.666531884963 4.11772741828 
10.1906871475 0.523722104814 0.364665591551 0.103845224203 0.00103480219995 0.47919194834 -0.778160844487 -0.654800048307 0.0220497049613 7.32489943909 0.0467885623905 23.2483599646 
10.2828498499 0.00399373620849 0.25353253165 0.137719230637 0.0347846937785 0.128162816006 -1.62308669865 0.4 0.0686435022849 3.61707094753 0.977754394201 23.9627548098 
10.2335220697 0.253893944206 0.196964592349 0.270194560988 0.0756031733642 0.396765760573 -1.17420147457 0.4 0.0669498284852 0.26461367185 0.265028820697 23.7566739212 
10.0627631274 0.227761301591 0.263809795494 0.0983003362816 0.256120476214 0.0402795410083 -0.496075760758 -0.369120502181 0.00392713551209 4.57867278603 0.0363751067564 3.60067251736 
10.7751076958 0.156783580063 0.135209997963 0.140476363229 0.50569793056 0.20871451278 -0.128374838309 -0.479553763351 0.110734119502 5.00015498514 0.170046285095 14.6126976214 
10.1006128367 0.0263101834621 0.320616430211 0.270775504392 0.344555078544 0.124376295846 -1.4556990243 -0.707542499174 0.0104738745329 3.77144161892 0.0583157198706 15.9357569337 
10.0069143423 0.0976208629319 0.486069800824 0.0262440774447 0.0267101181967 0.136061829259 -1.27341611133 -0.714921401234 0.0620642213142 2.09276496308 0.217485896316 4.25386999298 
10.1617400401 0.284003016877 0.20798003199 0.110926724959 0.235582564899 0.201746747585 -0.660429556024 0.0289966860696 0.0268560842435 4.48234187251 0.863689958028 21.090946545 
10.9519200632 0.0198100444273 0.074252807925 0.370814568261 0.0406219476813 0.31112533471 -0.835761644785 -0.112626346889 0.0355121689104 0.0858197316341 0.868423496833 2.03894327556 
10.3671820868 0.574273879249 0.010788418985 0.298992897532 0.0278517115945 0.208431404554 -1.29541093728 0.4 0.0242606943674 3.84029935187 0.0801172856784 7.86945193846 
10.6291815643 0.0382608966162 0.0352615484983 0.416674057228 0.457822209386 0.420466745708 -0.0285011637878 0.107186078286 0.452900514176 6.72200125446 0.905682393292 18.8380117832 
10.2206924232 0.150734237331 0.183610586139 0.511094765306 0.0995256421787 0.374616474386 -0.977127919215 0.4 0.444316405326 9.07808988392 0.760869785934 7.90753977284 
10.8521631349 0.125153796194 0.475321742162 0.184581688271 0.108674763744 0.0343598608163 -1.44821399275 0.082747283287 0.0293420421629 4.63784300522 0.804043868861 18.0376564747 
10.1938485217 0.0948166805359 0.0983327200748 0.137851788217 0.261306827385 0.410895712071 -0.371484901812 -0.360766664275 0.275364148315 6.18609903147 0.40379178163 21.7315717733 
10.286021725 0.00514818879834 0.180939053907 0.202033178623 0.0382364355949 0.457698245478 -1.40429801341 0.341529962088 0.428035820657 2.62328176043 0.969163667823 17.7730039857 
