# logmass sfr_fraction_1 sfr_fraction_2 sfr_fraction_3 sfr_fraction_4 sfr_fraction_5 dust2 logzsol dust_index dust1 duste_qpah duste_gamma duste_umin 
7.83889228325 0.0864775118943 0.03280610323 0.0373845169346 0.0639610780008 0.0600310151559 0.292769613329 -1.32672218388 -0.581953679534 0.307409065834 4.97888598609 0.348876926705 19.4957920465 
9.1087283422 0.112524444658 0.317023804184 0.306601147388 0.0795972307983 0.0912658947746 0.13254764872 -1.60695558015 -0.303024344249 0.170351407195 2.91593379259 0.344142307188 11.6650226366 
8.16267931727 0.0164713517053 0.377162105028 0.251351433939 0.0860117972214 0.0394265979105 0.442527788502 -1.43186799031 -0.541200852758 0.259254173381 9.16583404744 0.565132052692 21.6844989634 
11.8307266404 0.171466750547 0.0757705495068 0.108080679481 0.113416631423 0.4018702653 0.228239375464 -0.580552216771 0.251484257849 0.289357376076 8.14752101168 0.519062910529 23.8291944167 
3.39168638795 0.25011677014 0.012164039351 0.0897668102756 0.013156896966 0.044927208422 0.085216135497 -1.42994245814 0.312242529812 0.100784186619 5.52009105021 0.647435573343 24.1908326108 
9.71785363249 0.303199603389 0.136515899566 0.143848168416 0.0675366020065 0.292031131675 0.049030614573 -1.68408229549 -0.0626060259215 0.0582794566396 2.48982487355 0.372000745328 6.3756717126 
7.13813637661 0.1737880283 0.158681424735 0.13806376843 0.037959533972 0.173383587222 0.434780614509 -1.6170282946 0.4 0.316363619196 9.35098243879 0.275547141901 0.402682871158 
5.19026636629 0.209407582938 0.0743484871428 0.328545765547 0.200119912064 0.170048463647 0.191576958998 -1.30180944075 0.4 0.247553912375 7.03499219236 0.979180508846 0.952218801136 
3.86655364474 0.476556625371 0.0942407658211 0.0671350279438 0.184239219259 0.12118869953 0.456038746927 -0.596740648943 0.215987759294 0.142900831137 3.68309065406 0.432190775427 5.97877223795 
2.33023944821 0.446788097143 0.048136988501 0.0630245360812 0.263828664308 0.159559671459 0.391965782746 -1.34583487908 0.0283172823877 0.174793114478 3.20314307585 0.895670841243 9.72054433629 
9.63684544594 0.0260473367261 0.0207400276468 0.113106258997 0.135303059266 0.552195432934 0.0443238471906 -0.0354058126388 -0.517498724135 0.036772661505 1.05266099647 0.179547465583 17.8084889678 
4.38619901982 0.0706356233525 0.241236781545 0.237654170361 0.0274216907112 0.108387151384 0.45524935335 -0.164121990728 -0.0349840520805 0.218529145353 7.41185099896 0.0834819952005 1.61644595851 
3.43628833936 0.0308483996496 0.150851723966 0.191530384579 0.330822562604 0.230350417485 0.27513510522 -1.09806277914 0.4 0.344426009788 4.96323134714 0.690351613529 2.73684276505 
3.12148348212 0.00352206746947 0.0229140744375 0.00904159126778 0.573983208854 0.311788492811 0.290709523745 -0.894445025594 -0.202991632796 0.359193241634 1.91607105372 0.531478768533 23.1115254177 
8.79630767065 0.227383649172 0.19616261267 0.152178064583 0.208756735724 0.0584122479156 0.434758186563 -1.26348004863 -0.250036533041 0.540050031503 9.12998209019 0.666531884963 4.11772741828 
3.47893291747 0.18749289744 0.217167985012 0.080920747906 0.210838144337 0.12677932072 0.47919194834 -0.778160844487 -0.654800048307 0.0220497049613 7.32489943909 0.0467885623905 23.2483599646 
4.6770480483 0.138042376681 0.143419061755 0.516291289615 0.0631273874604 0.0105505589363 0.128162816006 -1.62308669865 0.4 0.0686435022849 3.61707094753 0.977754394201 23.9627548098 
4.03578690597 0.0781043412053 0.0993858269381 0.0108867927352 0.129901342066 0.646799439877 0.396765760573 -1.17420147457 0.4 0.0669498284852 0.26461367185 0.265028820697 23.7566739212 
1.81592065598 0.033576085832 0.456757371815 0.172627499316 0.126417927616 0.0674253511373 0.0402795410083 -0.496075760758 -0.369120502181 0.00392713551209 4.57867278603 0.0363751067564 3.60067251736 
11.0764000453 0.128140088809 0.0172715835751 0.0647380465232 0.323298356552 0.0354166476978 0.20871451278 -0.128374838309 -0.479553763351 0.110734119502 5.00015498514 0.170046285095 14.6126976214 
2.30796687698 0.509182614792 0.00956560203545 0.265103447799 0.0246948500508 0.0781081516615 0.124376295846 -1.4556990243 -0.707542499174 0.0104738745329 3.77144161892 0.0583157198706 15.9357569337 
1.08988645052 0.0297212753376 0.351206481517 0.38588946091 0.0438140197167 0.0853740030917 0.136061829259 -1.27341611133 -0.714921401234 0.0620642213142 2.09276496308 0.217485896316 4.25386999298 
3.10262052076 0.28819467268 0.0561202380029 0.0310328501245 0.0995820385882 0.378202735428 0.201746747585 -0.660429556024 0.0289966860696 0.0268560842435 4.48234187251 0.863689958028 21.090946545 
13.3749608217 0.158513231585 0.155002735133 0.109892379463 0.113967463605 0.159769999696 0.31112533471 -0.835761644785 -0.112626346889 0.0355121689104 0.0858197316341 0.868423496833 2.03894327556 
5.77336712795 0.177886751566 0.00423239421655 0.148752393376 0.16609415277 0.0314346802755 0.208431404554 -1.29541093728 0.4 0.0242606943674 3.84029935187 0.0801172856784 7.86945193846 
9.1793603361 0.139138092534 0.276398720688 0.0344722238646 0.00657099146169 0.153131856904 0.420466745708 -0.0285011637878 0.107186078286 0.452900514176 6.72200125446 0.905682393292 18.8380117832 
3.86900150101 0.00312764276514 0.330838107484 0.176415457547 0.421100332431 0.0431933440207 0.374616474386 -0.977127919215 0.4 0.444316405326 9.07808988392 0.760869785934 7.90753977284 
