# mass_1 mass_2 logzsol tau_1 tau_2 sf_start_1 sf_start_2 dust2_1 dust2_2 dust_index 
98761776.9417 289105163.248 0.0289807770409 0.343492426723 0.15549384842 12.9819443375 13.8850441205 1.46469398701 0.0 -2.80516632232 
22186885.6917 20239327.4258 -0.279896026339 0.389290626456 0.138839787206 12.5711948865 13.397466174 0.809337413882 0.901015597125 -0.642401608345 
901121481392.0 502610312.717 0.0238709082974 1.50856087028 0.353670258116 12.6999471483 13.0162259912 0.357560641141 1.00232103101 -2.3007692364 
304650827.886 655472624.679 -0.273350073295 2.38272502962 0.76126020767 13.2981977754 12.1147995912 1.0205799994 0.0 -2.68825557989 
1146535486.24 1746031472.53 -0.12359678859 0.611204483086 0.1650264762 13.9096179054 12.3105639727 0.0 0.750079433452 -2.05698774926 
718417168328.0 13545018670.4 -0.0526004752268 1.49570021966 0.384582675262 12.726466513 13.5907989398 0.592705605701 0.191126174554 -0.443865564593 
42763772.9759 379218430.735 -0.718397776985 2.00789273481 0.673012927428 12.6724668656 13.59323514 0.343640114859 0.678450971727 -1.80909322032 
34625243.0557 24094557.3572 -0.706796537605 1.52049335774 0.152018526907 13.5560460717 12.0721739872 0.641616044481 0.0 -1.81262824537 
417121986328.0 29618153.2485 0.020220268173 1.1172772411 0.109776095598 13.0756814987 12.4061773943 0.0120880093397 0.592588971533 -0.683350358019 
316676044.857 2268739940.92 -0.910793530455 1.42346735162 0.15670466639 13.2513603999 12.5938344363 0.84238626839 0.445603837274 -2.11837028588 
3.89307292452e+12 37167827280.9 -0.89058941078 0.748785576985 0.12639964447 12.5631311813 12.6513442728 0.213238302952 0.458922154867 -0.759589770753 
55330979501.5 31571312988.3 0.00199515233141 0.610622677356 0.115877006345 12.0443161908 12.4188661379 0.962772645675 0.16595387112 -1.51513615167 
56076339.2739 900741886.052 -0.772395185275 0.657593286778 0.241035247067 13.8161882193 13.0855122289 1.05348017469 0.309372693179 -1.88054704288 
28939303.4597 15228151.544 0.187853691816 0.307758764445 0.148310087644 12.3128775875 12.0863849089 0.631446016633 0.0 -1.31619045129 
3573103452.3 114095353.754 -0.613566226418 0.280118702043 0.128754332994 13.9121348801 13.1948643464 1.03450943871 1.3335334525 -0.655673694644 
7187288259.07 26484495.2176 -0.199188020309 2.41968472924 1.07185765843 12.1874895586 13.0259106726 0.0737284532201 0.409975044421 -2.58541145717 
1.02060504067e+12 805148078.04 -0.0899983929226 0.618737642839 0.305559683933 12.893863713 12.7810232856 0.10687677871 0.104686822209 -1.02628130118 
145296029628.0 15932074.4104 -0.179698941668 0.570013574185 0.161108781924 13.8632316567 12.9823552763 0.197562964316 0.382263422768 -2.57987762819 
220056040.214 224965577.151 -0.349454906168 0.459792353827 0.111257847736 12.8192750932 13.885038582 0.837468237386 0.936234839668 -1.74306149017 
414756100897.0 603626876423.0 -0.281613218905 1.54504861149 0.274277926327 12.2574456078 12.375968517 0.429652859113 0.477570213116 -2.74596733698 
