# mass_1 mass_2 logzsol tau_1 tau_2 sf_start_1 sf_start_2 dust2_1 dust2_2 dust_index 
6944445284.38 13030678333.4 -0.929584261391 100.0 50.0 2.34215690664 0.995010366767 1.59444939344 0.7965467026 -1.23462775609 
6489825831.35 10178821108.6 -0.174184005347 100.0 50.0 1.06038118976 1.08849463407 1.33866045174 0.554309336286 -1.0503701243 
6825585295.61 15261682842.1 -0.564439537188 100.0 50.0 3.54022230802 1.61397398068 0.161946846744 1.01045618256 -0.720839603835 
5613090329.97 99939445951.6 -0.745295657932 100.0 50.0 1.82591500371 2.48900267768 0.0 0.423205816086 -0.575373726634 
8802737329.24 28666821089.9 0.0156990638527 100.0 50.0 0.681729083976 1.66745123643 1.07726852437 0.557310411834 -1.24095187913 
6282435564.77 49155257351.7 0.0170716289196 100.0 50.0 0.392244916584 3.36373396566 0.154964760782 0.11617839223 -2.37978824489 
7208823157.13 18020183376.9 -0.607936292186 100.0 50.0 3.47824491607 2.99693179509 0.350155737291 0.0648006866992 -1.6762626656 
7997781753.44 106170539983.0 -0.0926004583471 100.0 50.0 1.53261567198 0.27487888653 1.23480011655 0.897306051849 -1.5994670533 
8582654770.01 17351434898.9 -0.166751278315 100.0 50.0 3.64830997542 3.28716569657 1.15232024876 0.517374516308 -0.838199582441 
9315298395.21 23084073632.0 -0.592470934181 100.0 50.0 3.13572626197 3.66158596382 0.0304893373809 0.629230387371 -1.1553881806 
6309629829.34 105455564656.0 -0.685399433439 100.0 50.0 0.354590777524 2.95343011011 1.2263465555 0.999393544666 -1.41766097162 
8348119470.83 22185587177.3 -0.775361670575 100.0 50.0 3.6419948268 0.911479114881 0.661622779906 0.0 -1.88338014933 
8781828129.6 104896571296.0 0.109134287256 100.0 50.0 2.20108084176 3.67624667372 0.0 0.912620068207 -0.404606091567 
8930475900.03 51769341262.1 -0.19243750768 100.0 50.0 2.32567618996 2.11944779685 0.257552309763 1.40508854233 -2.75485737391 
6598838548.31 19301287440.6 -0.473966393407 100.0 50.0 3.47806549251 1.71395961299 0.832579239289 0.59143754664 -1.5072754721 
8761882983.79 157036112327.0 -0.240152979368 100.0 50.0 3.83353558672 1.32270394259 0.0 0.473847094827 -2.14572167562 
8219657298.63 11089686351.2 -0.376759753921 100.0 50.0 1.02530252805 0.963842304987 0.545519966859 0.0 -1.2222058507 
8505558821.88 93388137572.5 0.0280957459112 100.0 50.0 3.17412608458 3.08674964827 0.0 1.02678912209 -1.92434480729 
9574286431.89 136456822235.0 -0.242914049811 100.0 50.0 0.322236328066 2.22791532749 0.657923748491 0.0 -1.28915955588 
5843450018.63 19688993308.8 0.157709527872 100.0 50.0 1.66971610224 3.65416115961 0.475375873267 1.53054550916 -1.14510047858 
8116616277.52 19608754664.3 -0.114709875475 0.666399202639 0.289275088809 2.3056230594 2.50330237752 1.08334424928 0.0 -0.991360571689 
8876667905.08 25514315177.1 -0.00149683748172 0.35669408956 0.10524072683 2.30902263466 3.47120985917 0.00467222655765 0.257776203275 -1.59924430818 
8393850096.3 55579348360.9 -0.858191297917 0.203975585918 0.10079991802 1.72307480372 3.16041968129 0.769844179601 0.196522881016 -1.01768150428 
6395340984.87 38341023257.9 -0.511198854347 1.15723909405 0.153569860048 2.03791247316 0.106753608678 0.0 0.639873116956 -1.75058264207 
8388688973.83 24343023777.7 -0.37827717993 0.702947354905 0.340248114348 3.87402530434 0.158735883902 1.33486795032 0.123857043254 -2.76732211301 
9098069712.7 135865659483.0 -0.807847584938 0.388788869225 0.128103450467 0.734331342534 1.25727524013 0.653083945632 1.17814626313 -0.605637567559 
8905274164.32 37844633390.4 -0.74823563673 0.298389287431 0.117887420491 0.599629422813 0.0602997598898 0.856505683792 0.0 -0.513272499698 
8052283034.24 19759600448.6 0.0759914105595 0.6393173295 0.235448254786 2.91089908797 3.13469417635 0.376424832706 1.21584307698 -2.88275271321 
6428496636.21 66397376618.2 -0.00500243767327 0.480385261854 0.236425966231 0.0829912999539 1.5174333795 0.290668416651 0.456738168032 -1.48866969806 
8166320014.26 20980914398.6 -0.8903774169 0.301193393484 0.146571245045 0.362163270756 1.55827743617 0.252341717751 0.0 -2.93515080999 
5373275243.32 16832459745.7 -0.588166508369 2.94584829227 0.211168007152 2.04297151579 3.27960989154 0.410275087517 1.06030746552 -0.501284206974 
5598801192.41 56214571533.5 -0.775535187587 0.513555189852 0.110663492546 1.66447493202 3.20823340872 0.426139012758 0.770993227353 -1.88772274002 
7544918999.84 90497563391.6 -0.553546935322 0.22013386816 0.105623777774 3.78630194741 1.25826464885 0.625685853799 1.06105228734 -1.91963724355 
7069814424.85 74926831575.0 -0.66681940626 0.629268919885 0.219238897763 2.12836990222 1.67021981856 0.267830495719 0.260529576907 -0.915115472091 
7954297760.69 99698966202.1 0.152809543209 0.807389887316 0.175638006891 2.76778396426 0.256731038391 1.80747548943 0.82736582632 -1.30948069859 
6812031782.26 67988313960.9 -0.67286707127 0.235659152451 0.112702256797 2.5025979814 2.87114931339 0.209202281771 0.309703256307 -2.98349874928 
8922524261.47 26342089639.9 -0.20818522006 0.930991654732 0.331339171363 0.363501976608 2.17132063815 0.492202988191 1.18067526487 -1.72088038356 
7730664181.42 149619332396.0 -0.0674838948075 0.218575893978 0.105713259893 3.82998827385 3.99453728684 0.15509481969 0.400610372325 -1.08964257567 
6225078542.5 56492784670.9 -0.0651628860368 0.767488818056 0.170521361716 2.58237692504 3.28159535387 0.0 0.629846316367 -0.733829262889 
5535235160.74 16890386823.3 -0.046273640977 1.29249344515 0.598482887959 2.07706849534 0.697758859689 0.746127065738 0.139170433443 -1.70890841628 
6155712624.36 11513590179.2 -0.381834134984 0.718142874189 0.25521638123 12.9957771972 12.7542883238 0.680471186132 0.0 -1.827962768 
5521737156.38 20759003311.2 -0.631049162397 0.29416129605 0.131319422978 12.5831867585 12.4185529926 0.358299226047 0.487296675867 -0.991853361898 
7628305013.95 12735799842.9 -0.972794578624 0.351210662471 0.168981405364 13.8331668095 12.8964683745 0.55105489233 0.263250150424 -0.847896792166 
5566387140.17 12012689908.8 -0.625026903914 0.557280139754 0.242100744286 13.6295042023 12.0171639463 0.269396668894 0.398658446359 -0.769632919303 
5789620388.6 12093141128.8 -0.939510503808 1.55925884578 0.218357656384 13.10401821 12.7680598704 0.515397136005 0.0404699115513 -0.426196818221 
5773737081.19 57937944726.4 -0.379366062059 1.89814688996 0.252280829334 12.4979649747 13.3444002509 0.807988712801 0.738513386951 -1.04903574313 
7144509596.14 81896553502.1 -0.423336740031 2.40548064573 0.560357541366 13.8701964878 13.8156179768 0.188192618275 0.675725919894 -1.97526613522 
5503951702.97 39178816042.0 -0.791407457667 0.201428838606 0.100012097952 13.4069984385 12.927568601 0.326850052048 0.636857995449 -2.54001908755 
8651957039.61 35740976914.0 -0.45568893692 0.420214824519 0.113885448771 12.7366181308 13.2372198063 0.961887903438 0.379135542257 -2.01857763598 
8137778107.3 56930617763.0 -0.844166469685 0.316122742328 0.116281724148 12.6406286152 12.5246563521 0.963301741767 0.161536623131 -1.82872411936 
6815584537.64 82589554753.3 -0.317767102876 0.292103931667 0.129906091804 12.2105321993 12.8125620973 1.00836857208 1.47529142429 -1.48123426724 
8010621889.6 103710294265.0 -0.613636914807 0.331718737006 0.142872941506 13.4823701998 13.6636944161 0.415346954994 0.495765950016 -0.708629404497 
5607532058.96 62775727358.6 -0.281962021319 0.668863721113 0.309468358187 12.9926462694 13.1481777635 1.19686400258 0.453557755015 -1.85064953939 
5649847146.75 20829313440.9 -0.437177909246 0.78668917491 0.215053018749 12.3832142107 12.6566498903 1.3932571043 0.47915876315 -1.7204010484 
5632614998.05 51386684719.2 -0.976063503331 0.352390243219 0.108352736891 13.825996418 12.6826478865 1.33794224376 0.0 -1.96315410016 
9789613232.5 11422547547.4 -0.181975501854 0.330858513839 0.141668440366 13.4649798878 13.544187711 0.589971835863 0.192823764261 -2.9634739312 
7807518265.04 46486402819.4 -0.641390424342 1.40916153637 0.310754630708 12.7234141895 12.4504542105 1.43215382427 1.46065932118 -2.71792721967 
9249885307.47 11375118192.0 0.116106234647 0.247241051779 0.123263275643 12.0529227344 12.8505309585 0.0 0.788648941861 -0.401259950076 
9559466307.26 106038040066.0 -0.452200049559 0.512671767585 0.152049539187 12.9157345572 12.4378585915 0.59132935025 0.162708260627 -2.07584274229 
7825733968.25 42623150856.1 -0.798063280992 0.573110943241 0.173308798013 13.000030997 12.052171994 1.09520855137 1.25695224359 -0.557438754491 
7851950991.67 11742107248.5 -0.615188011957 0.796661190107 0.170479670294 2.33684241525 13.2719483481 1.18007862628 1.033725573 -1.30743122988 
7877761761.12 18214814558.9 0.0572911598473 0.927439469005 0.114915751624 1.39337622127 12.3336441761 0.0 0.0733974417244 -1.58604037863 
