# mass_1 mass_2 logzsol tau_1 tau_2 sf_start_1 sf_start_2 dust2_1 dust2_2 dust_index 
134429149.484 80236013.9712 0.0355649579483 3.8678691642 0.294731868708 0.0854835325542 13.3808410342 0.00802682450874 0.506375978964 -0.778079005908 
117028756943.0 1364564650.81 -0.0867264445886 1.61400212295 0.123799141197 2.86092500485 12.4114946032 0.260794424267 0.938599301769 -1.97029129386 
5186612593.38 12536377774.2 -0.414763729086 0.378257227872 0.124821616968 0.395404585239 12.1198453232 0.653683643009 0.268538242521 -1.05477715203 
23078045304.2 6023709609.73 -0.146047820759 2.51143463545 0.461264688907 0.775314717758 12.9468257986 0.257676327727 1.45125767266 -1.47863682741 
1451668969.66 13779431.113 -0.782397649818 3.71358479532 0.262565642681 1.98023818777 12.8933934371 1.11534947932 0.653902652111 -1.05688298811 
1456186742.45 13320294.5295 -0.534892239454 3.42439045932 0.775771996292 2.80769671412 12.8405535497 0.186443237416 1.56520097805 -2.5313782032 
28816214.2339 183126487.593 -0.92079929031 1.02898142008 0.139520373182 2.74549096954 13.1626815918 0.391099525286 0.0 -1.15663343044 
30194577370.2 92823179067.3 -0.14083409386 1.9760357139 0.219001299095 0.586190745739 13.3058903014 0.400357936412 0.0255748903351 -1.0421799636 
253627359.369 14391162.8897 -0.00433921726365 0.244985805716 0.119798583882 1.23820537898 12.7245084235 0.799693677 1.0989356188 -1.16353607443 
38362839667.1 22606491236.6 -0.629265756854 5.14140122711 0.808067815564 1.50123134359 13.5641885892 1.00867647119 0.972940955093 -1.58678826435 
13759309.8569 205083316.187 -0.0340580735712 0.30689711371 0.130673565956 1.23756800698 13.6945210948 0.31758198198 1.12894177495 -2.81768416326 
107770031.989 298238727.932 0.165367110942 3.98431969935 0.112498155078 0.417087238782 12.6886412178 0.0 0.0 -1.91314888255 
91344490.4146 14154314.2359 0.15834068137 0.293825708774 0.106472654831 0.988003488973 12.4831628236 0.0 0.261963251159 -1.95945178043 
1938872201.98 16810702.4764 -0.0789684746735 5.9583032706 0.164047380573 2.91851872672 12.4562138383 0.210128927075 0.735774340497 -2.11051066867 
50755506.296 562688345.05 -0.0273944766046 0.643673137664 0.144212539298 1.72085055595 13.1355972984 0.191360230302 0.581480758003 -1.34018843977 
737747588.997 631945202.642 0.036372034272 3.89840204262 0.429991611395 0.879057145724 13.6682331318 0.0 0.0 -0.910080603011 
7539681500.06 5630565986.84 -0.742471725697 5.31169378763 0.112903963557 1.54091975705 12.7893965589 0.196587988124 0.0497415522884 -0.98203463215 
2930077823.38 27183920498.1 0.175275567827 5.04618563225 0.715982233611 0.17049772467 12.3594468252 0.237692402154 0.184968785734 -1.3340064019 
42196104469.5 24819731061.9 0.0249643061049 3.37519950805 0.458445920368 1.97593396298 13.1448208649 0.489697200981 0.764261922175 -0.414484718523 
122335334871.0 137489789449.0 -0.399653452469 0.334876251052 0.104142504883 1.82052422997 12.6634291093 0.431309411196 0.666268324832 -2.52880778228 
