# mass_1 mass_2 logzsol tau_1 tau_2 sf_start_1 sf_start_2 dust2_1 dust2_2 dust_index 
9955186109.81 27073385.7639 -0.929584261391 100.0 50.0 2.34215690664 0.995010366767 1.59444939344 0.7965467026 -1.23462775609 
35869311929.2 10803745.345 -0.174184005347 100.0 50.0 1.06038118976 1.08849463407 1.33866045174 0.554309336286 -1.0503701243 
13803584899.9 52274640.8625 -0.564439537188 100.0 50.0 3.54022230802 1.61397398068 0.161946846744 1.01045618256 -0.720839603835 
559756238143.0 5.73049329747e+12 -0.745295657932 100.0 50.0 1.82591500371 2.48900267768 0.0 0.423205816086 -0.575373726634 
111808030.857 72894609.2672 0.0156990638527 100.0 50.0 0.681729083976 1.66745123643 1.07726852437 0.557310411834 -1.24095187913 
66336537055.2 16717082694.2 0.0170716289196 100.0 50.0 0.392244916584 3.36373396566 0.154964760782 0.11617839223 -2.37978824489 
4907387945.27 76028733.4387 -0.607936292186 100.0 50.0 3.47824491607 2.99693179509 0.350155737291 0.0648006866992 -1.6762626656 
686971374.712 4721295579.19 -0.0926004583471 100.0 50.0 1.53261567198 0.27487888653 1.23480011655 0.897306051849 -1.5994670533 
180570334.625 31318560.2553 -0.166751278315 100.0 50.0 3.64830997542 3.28716569657 1.15232024876 0.517374516308 -0.838199582441 
38296002.2096 34587358.5678 -0.592470934181 100.0 50.0 3.13572626197 3.66158596382 0.0304893373809 0.629230387371 -1.1553881806 
61128007597.6 533383850214.0 -0.685399433439 100.0 50.0 0.354590777524 2.95343011011 1.2263465555 0.999393544666 -1.41766097162 
305105292.891 61439815.4296 -0.775361670575 100.0 50.0 3.6419948268 0.911479114881 0.661622779906 0.0 -1.88338014933 
116956861.395 876925465.261 0.109134287256 100.0 50.0 2.20108084176 3.67624667372 0.0 0.912620068207 -0.404606091567 
85117885.3034 187312557.903 -0.19243750768 100.0 50.0 2.32567618996 2.11944779685 0.257552309763 1.40508854233 -2.75485737391 
26167567356.8 159477808.111 -0.473966393407 100.0 50.0 3.47806549251 1.71395961299 0.832579239289 0.59143754664 -1.5072754721 
122101312.917 1978359867.9 -0.240152979368 100.0 50.0 3.83353558672 1.32270394259 0.0 0.473847094827 -2.14572167562 
409216192.424 12811984.7056 -0.376759753921 100.0 50.0 1.02530252805 0.963842304987 0.545519966859 0.0 -1.2222058507 
214207794.9 1188294122.4 0.0280957459112 100.0 50.0 3.17412608458 3.08674964827 0.0 1.02678912209 -1.92434480729 
22786896.5315 294006480.702 -0.242914049811 100.0 50.0 0.322236328066 2.22791532749 0.657923748491 0.0 -1.28915955588 
261405973998.0 376523125.645 0.157709527872 100.0 50.0 1.66971610224 3.65416115961 0.475375873267 1.53054550916 -1.14510047858 
