# mass logzsol logtau tage delt_trunc sf_slope dust2 dust_index 
48137159562.8 -0.899581741018 -0.602343411513 0.635219929576 0.439423414351 -1.72003646774 0.0 -0.490288078736 
232401184969.0 -1.34724236701 -0.307513115252 5.92720254658 0.492646264662 1.07339879349 0.606824636412 -0.4 
71916298222.7 0.00898598829406 0.489312027169 0.161133453258 0.189853327529 0.417725412154 1.39990541495 -0.4 
6.79093743711e+12 -0.211987940466 -0.112610645122 8.96829569542 0.165930822119 -5.72916391906 0.699521010273 -1.50134997591 
194013134.382 -0.782140242105 0.77939163354 5.39790580894 0.508408404228 0.437499448738 0.813270222176 -0.550469986025 
494571264023.0 -1.43970800244 -0.510934466615 4.05591670507 0.62087417163 -9.07915146815 0.105341697024 -1.23932933837 
20190652611.5 0.0491631892167 0.277631704247 8.72772023749 0.998171207688 1.98430879231 0.405981374167 -0.521866672483 
1804252327.26 -0.453406694258 0.727259748293 2.9688501001 0.540750584408 0.574128752753 0.902569763552 -1.0648073765 
349565759.01 -1.18076932807 0.583188828734 10.1696631184 0.169220594426 -0.00499976760687 0.346373278353 -0.893386836991 
52033468.8952 -1.28491795254 0.00597883402317 12.5411870248 0.647932591891 1.65406032031 0.377312782748 -0.4 
447310493321.0 -1.75157256377 -0.147288186168 5.69754850114 0.253981552491 1.05440434918 1.93994157845 -0.69868946603 
665791020.808 -0.371628333226 -0.848232589132 10.5733707997 0.461242673448 1.77960578731 1.30206010345 -0.4 
205044236.948 -0.90297879767 1.399142533 8.9414461596 0.408890092643 1.902690437 0.0 -1.20427287421 
138783315.863 -1.56421258134 1.18548587415 9.05121771297 0.296407471889 -0.960690963429 0.0 -0.4 
157765421708.0 0.00120611357048 -0.362563595122 2.14885165501 0.765094751399 0.12826840042 0.335275582576 -0.88993599478 
216177272.212 -0.390496821717 1.479344124 8.18364089915 0.362659063682 -5.95322943376 1.379264602 -1.04933759879 
954880334.124 -1.19509560439 0.90620444063 13.722941833 0.17403241566 0.591702108789 0.22575682323 -1.27358897814 
431175909.214 -1.92257883321 1.36417932244 5.78670701646 0.272823014732 0.365700204986 1.41380159303 -1.17190584627 
27500582.4241 -0.986428005432 0.136166402901 1.73903812612 0.296601964156 -2.25121987831 0.0 -0.674447142038 
2.6653476931e+12 -0.894966368225 -0.544860925346 12.9737276797 0.155800675193 -0.0211431155 0.0 -0.83938241271 
50616237.22 -1.16159716869 -0.415651203895 10.3097731009 0.208657283548 1.3988172255 0.952454377645 -0.666372159146 
11178934.1115 -1.52587000301 1.95420875893 9.23554416897 0.933517868845 -7.47876933407 0.699860269644 -1.1853966073 
