# logmass sfr_fraction_1 sfr_fraction_2 sfr_fraction_3 sfr_fraction_4 sfr_fraction_5 dust2 logzsol dust_index dust1 duste_qpah duste_gamma duste_umin 
10.5260686372 0.0864775118943 0.03280610323 0.0373845169346 0.0639610780008 0.0600310151559 0.439154419994 -1.32672218388 -0.581953679534 0.46111359875 4.97888598609 0.348876926705 19.4957920465 
10.623748334 0.112524444658 0.317023804184 0.306601147388 0.0795972307983 0.0912658947746 0.198821473081 -1.60695558015 -0.303024344249 0.255527110792 2.91593379259 0.344142307188 11.6650226366 
10.5509753321 0.0164713517053 0.377162105028 0.251351433939 0.0860117972214 0.0394265979105 0.663791682754 -1.43186799031 -0.541200852758 0.388881260072 9.16583404744 0.565132052692 21.6844989634 
10.8331328185 0.171466750547 0.0757705495068 0.108080679481 0.113416631423 0.4018702653 0.342359063196 -0.580552216771 0.251484257849 0.434036064114 8.14752101168 0.519062910529 23.8291944167 
10.183975876 0.25011677014 0.012164039351 0.0897668102756 0.013156896966 0.044927208422 0.127824203245 -1.42994245814 0.312242529812 0.151176279929 5.52009105021 0.647435573343 24.1908326108 
10.6706041256 0.303199603389 0.136515899566 0.143848168416 0.0675366020065 0.292031131675 0.0735459218594 -1.68408229549 -0.0626060259215 0.0874191849593 2.48982487355 0.372000745328 6.3756717126 
10.4721643367 0.1737880283 0.158681424735 0.13806376843 0.037959533972 0.173383587222 0.652170921764 -1.6170282946 0.4 0.474545428794 9.35098243879 0.275547141901 0.402682871158 
10.322328182 0.209407582938 0.0743484871428 0.328545765547 0.200119912064 0.170048463647 0.287365438497 -1.30180944075 0.4 0.371330868562 7.03499219236 0.979180508846 0.952218801136 
10.2205041265 0.476556625371 0.0942407658211 0.0671350279438 0.184239219259 0.12118869953 0.68405812039 -0.596740648943 0.215987759294 0.214351246706 3.68309065406 0.432190775427 5.97877223795 
10.1023261114 0.446788097143 0.048136988501 0.0630245360812 0.263828664308 0.159559671459 0.587948674119 -1.34583487908 0.0283172823877 0.262189671716 3.20314307585 0.895670841243 9.72054433629 
10.6643727266 0.0260473367261 0.0207400276468 0.113106258997 0.135303059266 0.552195432934 0.0664857707858 -0.0354058126388 -0.517498724135 0.0551589922575 1.05266099647 0.179547465583 17.8084889678 
10.2604768477 0.0706356233525 0.241236781545 0.237654170361 0.0274216907112 0.108387151384 0.682874030024 -0.164121990728 -0.0349840520805 0.32779371803 7.41185099896 0.0834819952005 1.61644595851 
10.1874067953 0.0308483996496 0.150851723966 0.191530384579 0.330822562604 0.230350417485 0.41270265783 -1.09806277914 0.4 0.516639014682 4.96323134714 0.690351613529 2.73684276505 
10.1631910371 0.00352206746947 0.0229140744375 0.00904159126778 0.573983208854 0.311788492811 0.436064285617 -0.894445025594 -0.202991632796 0.538789862451 1.91607105372 0.531478768533 23.1115254177 
10.5997159747 0.227383649172 0.19616261267 0.152178064583 0.208756735724 0.0584122479156 0.652137279845 -1.26348004863 -0.250036533041 0.810075047254 9.12998209019 0.666531884963 4.11772741828 
10.1906871475 0.18749289744 0.217167985012 0.080920747906 0.210838144337 0.12677932072 0.718787922511 -0.778160844487 -0.654800048307 0.033074557442 7.32489943909 0.0467885623905 23.2483599646 
10.2828498499 0.138042376681 0.143419061755 0.516291289615 0.0631273874604 0.0105505589363 0.192244224009 -1.62308669865 0.4 0.102965253427 3.61707094753 0.977754394201 23.9627548098 
10.2335220697 0.0781043412053 0.0993858269381 0.0108867927352 0.129901342066 0.646799439877 0.595148640859 -1.17420147457 0.4 0.100424742728 0.26461367185 0.265028820697 23.7566739212 
10.0627631274 0.033576085832 0.456757371815 0.172627499316 0.126417927616 0.0674253511373 0.0604193115124 -0.496075760758 -0.369120502181 0.00589070326814 4.57867278603 0.0363751067564 3.60067251736 
